Handle,Title,Body (HTML),Vendor,Standard Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
vay-kẻ-phối-tay-voan-cổ-nơ,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vdn4198-bee-7.jpg?v=1637681341,4,,,,,,,,,,,,,,,,,,,,,,
vay-kẻ-phối-tay-voan-cổ-nơ,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vdn4198-bee-1.jpg?v=1637681341,5,,,,,,,,,,,,,,,,,,,,,,
vay-kẻ-phối-tay-voan-cổ-nơ,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vdn4198-bee-2.jpg?v=1637681341,6,,,,,,,,,,,,,,,,,,,,,,
vay-kẻ-phối-tay-voan-cổ-nơ,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vdn4198-bee-3.jpg?v=1637681341,7,,,,,,,,,,,,,,,,,,,,,,
quần-short-linen-pha,Quần Short Linen Pha,"",bathangminh,,,"nam, quần, quần short",true,Màu sắc,Xám,Kích cỡ,S,,,"",0.0,shopify,0,deny,manual,499000,600000,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_05_437260.png?v=1637678445,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_05_437260.png?v=1637678445,kg,,200000,active
quần-short-linen-pha,,,,,,,,,Xám,,M,,,"",0.0,shopify,0,deny,manual,499000,600000,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_68_437260.png?v=1637678445,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_05_437260.png?v=1637678445,kg,,200000,
quần-short-linen-pha,,,,,,,,,Xám,,L,,,"",0.0,shopify,0,deny,manual,499000,600000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_05_437260.png?v=1637678445,kg,,200000,
quần-short-linen-pha,,,,,,,,,Xanh dương,,S,,,"",0.0,shopify,0,deny,manual,499000,600000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_68_437260.png?v=1637678445,kg,,200000,
quần-short-linen-pha,,,,,,,,,Xanh dương,,M,,,"",0.0,shopify,0,deny,manual,499000,600000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_68_437260.png?v=1637678445,kg,,200000,
quần-short-linen-pha,,,,,,,,,Xanh dương,,L,,,"",0.0,shopify,0,deny,manual,499000,600000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_68_437260.png?v=1637678445,kg,,200000,
ao-khoac-giả-long-cừu-dai-tay-dang-rộng,Áo Khoác Giả Lông Cừu Dài Tay Dáng Rộng,"",bathangminh,,,"nam, áo, áo khoác",true,Màu sắc,Đen,Kích cỡ,S,,,"",0.0,shopify,0,deny,manual,1299000,1299000,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_57_442882.png?v=1637677716,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_09_442882.png?v=1637677716,kg,,400000,active
ao-khoac-giả-long-cừu-dai-tay-dang-rộng,,,,,,,,,Đen,,M,,,"",0.0,shopify,0,deny,manual,1299000,1299000,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_09_442882.png?v=1637677716,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_09_442882.png?v=1637677716,kg,,400000,
ao-khoac-giả-long-cừu-dai-tay-dang-rộng,,,,,,,,,Đen,,L,,,"",0.0,shopify,0,deny,manual,1299000,1299000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_09_442882.png?v=1637677716,kg,,400000,
ao-khoac-giả-long-cừu-dai-tay-dang-rộng,,,,,,,,,Đen,,XL,,,"",0.0,shopify,0,deny,manual,1299000,1299000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_09_442882.png?v=1637677716,kg,,400000,
ao-khoac-giả-long-cừu-dai-tay-dang-rộng,,,,,,,,,Xanh lá,,S,,,"",0.0,shopify,0,deny,manual,1299000,1299000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_57_442882.png?v=1637677716,kg,,400000,
ao-khoac-giả-long-cừu-dai-tay-dang-rộng,,,,,,,,,Xanh lá,,M,,,"",0.0,shopify,0,deny,manual,1299000,1299000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_57_442882.png?v=1637677716,kg,,400000,
ao-khoac-giả-long-cừu-dai-tay-dang-rộng,,,,,,,,,Xanh lá,,L,,,"",0.0,shopify,0,deny,manual,1299000,1299000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_57_442882.png?v=1637677716,kg,,400000,
ao-khoac-giả-long-cừu-dai-tay-dang-rộng,,,,,,,,,Xanh lá,,XL,,,"",0.0,shopify,0,deny,manual,1299000,1299000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_57_442882.png?v=1637677716,kg,,400000,
ao-khoac-kando-giống-len,Áo Khoác Dáng Sơ Mi Vải Len Pha Dáng Rộng,"",bathangminh,,,"nam, áo, áo khoác",true,Màu sắc,Xám đen,Kích cỡ,S,,,"",0.0,shopify,0,deny,manual,3499000,3499000,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_08_446359.png?v=1637677526,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_08_446359.png?v=1637677526,kg,,2000000,active
ao-khoac-kando-giống-len,,,,,,,,,Xám đen,,M,,,"",0.0,shopify,0,deny,manual,3499000,3499000,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_09_446359.png?v=1637677526,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_08_446359.png?v=1637677526,kg,,2000000,
ao-khoac-kando-giống-len,,,,,,,,,Xám đen,,L,,,"",0.0,shopify,0,deny,manual,3499000,3499000,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_69_446359.png?v=1637677526,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_08_446359.png?v=1637677526,kg,,2000000,
ao-khoac-kando-giống-len,,,,,,,,,Đen,,S,,,"",0.0,shopify,0,deny,manual,3499000,3499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_09_446359.png?v=1637677526,kg,,2000000,
ao-khoac-kando-giống-len,,,,,,,,,Đen,,M,,,"",0.0,shopify,0,deny,manual,3499000,3499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_09_446359.png?v=1637677526,kg,,2000000,
ao-khoac-kando-giống-len,,,,,,,,,Đen,,L,,,"",0.0,shopify,0,deny,manual,3499000,3499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_09_446359.png?v=1637677526,kg,,2000000,
ao-khoac-kando-giống-len,,,,,,,,,Tím than,,S,,,"",0.0,shopify,0,deny,manual,3499000,3499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_69_446359.png?v=1637677526,kg,,2000000,
ao-khoac-kando-giống-len,,,,,,,,,Tím than,,M,,,"",0.0,shopify,0,deny,manual,3499000,3499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_69_446359.png?v=1637677526,kg,,2000000,
ao-khoac-kando-giống-len,,,,,,,,,Tím than,,L,,,"",0.0,shopify,0,deny,manual,3499000,3499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_69_446359.png?v=1637677526,kg,,2000000,
ao-khoac-len-dang-slim-fit-co-gian,Áo Khoác Len Dáng Slim Fit Co Giãn,"",bathangminh,,,"nam, áo, áo khoác",true,Màu sắc,Xám,Kích cỡ,S,,,"",0.0,shopify,0,deny,manual,3499000,3499000,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_09_439586.png?v=1637677294,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_05_439586.png?v=1637677294,kg,,1000000,active
ao-khoac-len-dang-slim-fit-co-gian,,,,,,,,,Xám,,M,,,"",0.0,shopify,0,deny,manual,3499000,3499000,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_05_439586.png?v=1637677294,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_05_439586.png?v=1637677294,kg,,1000000,
ao-khoac-len-dang-slim-fit-co-gian,,,,,,,,,Xám,,L,,,"",0.0,shopify,0,deny,manual,3499000,3499000,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_69_439586.png?v=1637677294,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_05_439586.png?v=1637677294,kg,,1000000,
ao-khoac-len-dang-slim-fit-co-gian,,,,,,,,,Đen,,S,,,"",0.0,shopify,0,deny,manual,3499000,3499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_09_439586.png?v=1637677294,kg,,1000000,
ao-khoac-len-dang-slim-fit-co-gian,,,,,,,,,Đen,,M,,,"",0.0,shopify,0,deny,manual,3499000,3499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_09_439586.png?v=1637677294,kg,,1000000,
ao-khoac-len-dang-slim-fit-co-gian,,,,,,,,,Đen,,L,,,"",0.0,shopify,0,deny,manual,3499000,3499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_09_439586.png?v=1637677294,kg,,1000000,
ao-khoac-len-dang-slim-fit-co-gian,,,,,,,,,Tím than,,S,,,"",0.0,shopify,0,deny,manual,3499000,3499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_69_439586.png?v=1637677294,kg,,1000000,
ao-khoac-len-dang-slim-fit-co-gian,,,,,,,,,Tím than,,M,,,"",0.0,shopify,0,deny,manual,3499000,3499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_69_439586.png?v=1637677294,kg,,1000000,
ao-khoac-len-dang-slim-fit-co-gian,,,,,,,,,Tím than,,L,,,"",0.0,shopify,0,deny,manual,3499000,3499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_69_439586.png?v=1637677294,kg,,1000000,
ao-khoac-thoải-mai-giả-len,Áo Khoác Thoải Mái (Giả Len),"",bathangminh,,,"nam, áo, áo khoác",true,Màu sắc,Xám,Kích cỡ,S,,,"",0.0,shopify,0,deny,manual,1499000,1499000,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_39_442214.png?v=1637677060,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_07_442214.png?v=1637677060,kg,,300000,active
ao-khoac-thoải-mai-giả-len,,,,,,,,,Xám,,M,,,"",0.0,shopify,0,deny,manual,1499000,1499000,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_07_442214.png?v=1637677060,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_07_442214.png?v=1637677060,kg,,300000,
ao-khoac-thoải-mai-giả-len,,,,,,,,,Xám,,L,,,"",0.0,shopify,0,deny,manual,1499000,1499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_07_442214.png?v=1637677060,kg,,300000,
ao-khoac-thoải-mai-giả-len,,,,,,,,,Xám,,XL,,,"",0.0,shopify,0,deny,manual,1499000,1499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_07_442214.png?v=1637677060,kg,,300000,
ao-khoac-thoải-mai-giả-len,,,,,,,,,Nâu,,S,,,"",0.0,shopify,0,deny,manual,1499000,1499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_39_442214.png?v=1637677060,kg,,300000,
ao-khoac-thoải-mai-giả-len,,,,,,,,,Nâu,,M,,,"",0.0,shopify,0,deny,manual,1499000,1499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_39_442214.png?v=1637677060,kg,,300000,
ao-khoac-thoải-mai-giả-len,,,,,,,,,Nâu,,L,,,"",0.0,shopify,0,deny,manual,1499000,1499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_39_442214.png?v=1637677060,kg,,300000,
ao-khoac-thoải-mai-giả-len,,,,,,,,,Nâu,,XL,,,"",0.0,shopify,0,deny,manual,1499000,1499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_39_442214.png?v=1637677060,kg,,300000,
ao-khoac-hai-mặt-khong-cổ-1,Áo Khoác Kando (Giống Len),"",bathangminh,,,"nam, áo, áo khoác",true,Màu sắc,Đen,Kích cỡ,S,,,"",0.0,shopify,0,deny,manual,1499000,1499000,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_09_426858.png?v=1637676859,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_09_426858.png?v=1637676859,kg,,400000,active
ao-khoac-hai-mặt-khong-cổ-1,,,,,,,,,Đen,,M,,,"",0.0,shopify,0,deny,manual,1499000,1499000,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_08_426858.png?v=1637676859,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_09_426858.png?v=1637676859,kg,,400000,
ao-khoac-hai-mặt-khong-cổ-1,,,,,,,,,Đen,,L,,,"",0.0,shopify,0,deny,manual,1499000,1499000,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_69_426858.png?v=1637676855,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_09_426858.png?v=1637676859,kg,,400000,
ao-khoac-hai-mặt-khong-cổ-1,,,,,,,,,Đen,,XL,,,"",0.0,shopify,0,deny,manual,1499000,1499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_09_426858.png?v=1637676859,kg,,400000,
ao-khoac-hai-mặt-khong-cổ-1,,,,,,,,,Xám đen,,S,,,"",0.0,shopify,0,deny,manual,1499000,1499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_08_426858.png?v=1637676859,kg,,400000,
ao-khoac-hai-mặt-khong-cổ-1,,,,,,,,,Xám đen,,M,,,"",0.0,shopify,0,deny,manual,1499000,1499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_08_426858.png?v=1637676859,kg,,400000,
ao-khoac-hai-mặt-khong-cổ-1,,,,,,,,,Xám đen,,L,,,"",0.0,shopify,0,deny,manual,1499000,1499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_08_426858.png?v=1637676859,kg,,400000,
ao-khoac-hai-mặt-khong-cổ-1,,,,,,,,,Xám đen,,XL,,,"",0.0,shopify,0,deny,manual,1499000,1499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_08_426858.png?v=1637676859,kg,,400000,
ao-khoac-hai-mặt-khong-cổ-1,,,,,,,,,Tím than,,S,,,"",0.0,shopify,0,deny,manual,1499000,1499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_69_426858.png?v=1637676855,kg,,400000,
ao-khoac-hai-mặt-khong-cổ-1,,,,,,,,,Tím than,,M,,,"",0.0,shopify,0,deny,manual,1499000,1499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_69_426858.png?v=1637676855,kg,,400000,
ao-khoac-hai-mặt-khong-cổ-1,,,,,,,,,Tím than,,L,,,"",0.0,shopify,0,deny,manual,1499000,1499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_69_426858.png?v=1637676855,kg,,400000,
ao-khoac-hai-mặt-khong-cổ-1,,,,,,,,,Tím than,,XL,,,"",0.0,shopify,0,deny,manual,1499000,1499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_69_426858.png?v=1637676855,kg,,400000,
ao-khoac-hai-mặt-khong-cổ,Áo Khoác Hai Mặt Không Cổ,"",bathangminh,,,"nữ, áo, áo khoác",true,Màu sắc,Đen,Kích cỡ,S,,,"",0.0,shopify,0,deny,manual,3499000,3499000,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_17_445761.png?v=1637676586,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_09_445761.png?v=1637676577,kg,,2000000,active
ao-khoac-hai-mặt-khong-cổ,,,,,,,,,Đen,,M,,,"",0.0,shopify,0,deny,manual,3499000,3499000,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_34_445761.png?v=1637676586,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_09_445761.png?v=1637676577,kg,,2000000,
ao-khoac-hai-mặt-khong-cổ,,,,,,,,,Đen,,L,,,"",0.0,shopify,0,deny,manual,3499000,3499000,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_09_445761.png?v=1637676577,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_09_445761.png?v=1637676577,kg,,2000000,
ao-khoac-hai-mặt-khong-cổ,,,,,,,,,Đỏ,,S,,,"",0.0,shopify,0,deny,manual,3499000,3499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_17_445761.png?v=1637676586,kg,,2000000,
ao-khoac-hai-mặt-khong-cổ,,,,,,,,,Đỏ,,M,,,"",0.0,shopify,0,deny,manual,3499000,3499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_17_445761.png?v=1637676586,kg,,2000000,
ao-khoac-hai-mặt-khong-cổ,,,,,,,,,Đỏ,,L,,,"",0.0,shopify,0,deny,manual,3499000,3499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_17_445761.png?v=1637676586,kg,,2000000,
ao-khoac-hai-mặt-khong-cổ,,,,,,,,,Nâu,,S,,,"",0.0,shopify,0,deny,manual,3499000,3499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_34_445761.png?v=1637676586,kg,,2000000,
ao-khoac-hai-mặt-khong-cổ,,,,,,,,,Nâu,,M,,,"",0.0,shopify,0,deny,manual,3499000,3499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_34_445761.png?v=1637676586,kg,,2000000,
ao-khoac-hai-mặt-khong-cổ,,,,,,,,,Nâu,,L,,,"",0.0,shopify,0,deny,manual,3499000,3499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_34_445761.png?v=1637676586,kg,,2000000,
ao-khoac-dang-sơ-mi-hai-mặt,Áo Khoác Dáng Sơ Mi Hai Mặt,"",bathangminh,,,"nữ, áo, áo khoác",true,Màu sắc,Xám đen,Kích cỡ,S,,,"",0.0,shopify,0,deny,manual,3499000,3499000,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/xd_c182012c-594f-4822-925b-bb5cd7335f4d.png?v=1637676410,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/xd_c182012c-594f-4822-925b-bb5cd7335f4d.png?v=1637676410,kg,,2000000,active
ao-khoac-dang-sơ-mi-hai-mặt,,,,,,,,,Xám đen,,M,,,"",0.0,shopify,0,deny,manual,3499000,3499000,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/tt_6e8ce4b7-8252-42ff-aee3-66c618b54fdf.png?v=1637676410,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/xd_c182012c-594f-4822-925b-bb5cd7335f4d.png?v=1637676410,kg,,2000000,
ao-khoac-dang-sơ-mi-hai-mặt,,,,,,,,,Xám đen,,L,,,"",0.0,shopify,0,deny,manual,3499000,3499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/xd_c182012c-594f-4822-925b-bb5cd7335f4d.png?v=1637676410,kg,,2000000,
ao-khoac-dang-sơ-mi-hai-mặt,,,,,,,,,Tím than,,S,,,"",0.0,shopify,0,deny,manual,3499000,3499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/tt_6e8ce4b7-8252-42ff-aee3-66c618b54fdf.png?v=1637676410,kg,,2000000,
ao-khoac-dang-sơ-mi-hai-mặt,,,,,,,,,Tím than,,M,,,"",0.0,shopify,0,deny,manual,3499000,3499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/tt_6e8ce4b7-8252-42ff-aee3-66c618b54fdf.png?v=1637676410,kg,,2000000,
ao-khoac-dang-sơ-mi-hai-mặt,,,,,,,,,Tím than,,L,,,"",0.0,shopify,0,deny,manual,3499000,3499000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/tt_6e8ce4b7-8252-42ff-aee3-66c618b54fdf.png?v=1637676410,kg,,2000000,
ao-khoac-vải-dạ-day-dang-ngắn-dai-tay,Áo Khoác Vải Dạ Dày Dáng Ngắn Dài Tay,"",bathangminh,,,"nữ, áo, áo khoác",true,Màu sắc,Nâu,Kích cỡ,S,,,"",0.0,shopify,0,deny,manual,599000,799000,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_38_446171.jpg?v=1637676249,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_38_446171.jpg?v=1637676249,kg,,200000,active
ao-khoac-vải-dạ-day-dang-ngắn-dai-tay,,,,,,,,,Nâu,,M,,,"",0.0,shopify,0,deny,manual,599000,799000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_38_446171.jpg?v=1637676249,kg,,200000,
ao-khoac-vải-dạ-day-dang-ngắn-dai-tay,,,,,,,,,Nâu,,L,,,"",0.0,shopify,0,deny,manual,599000,799000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_38_446171.jpg?v=1637676249,kg,,200000,
ao-khoac-vải-dạ-day-dang-ngắn-dai-tay,,,,,,,,,Nâu,,XL,,,"",0.0,shopify,0,deny,manual,599000,799000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_38_446171.jpg?v=1637676249,kg,,200000,
ao-khoac-dang-sơ-mi-chần-bong,Áo Khoác Dáng Sơ Mi Chần Bông,"",bathangminh,,,"nữ, áo, áo khoác",true,Màu sắc,Xám đen,Kích cỡ,S,,,"",0.0,shopify,0,deny,manual,1699000,1999000,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_08_442824.png?v=1637676134,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_08_442824.png?v=1637676134,kg,,1000000,active
ao-khoac-dang-sơ-mi-chần-bong,,,,,,,,,Xám đen,,M,,,"",0.0,shopify,0,deny,manual,1699000,1999000,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_58_442824.png?v=1637676134,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_08_442824.png?v=1637676134,kg,,1000000,
ao-khoac-dang-sơ-mi-chần-bong,,,,,,,,,Xám đen,,L,,,"",0.0,shopify,0,deny,manual,1699000,1999000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_08_442824.png?v=1637676134,kg,,1000000,
ao-khoac-dang-sơ-mi-chần-bong,,,,,,,,,Xanh lá,,S,,,"",0.0,shopify,0,deny,manual,1699000,1999000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_58_442824.png?v=1637676134,kg,,1000000,
ao-khoac-dang-sơ-mi-chần-bong,,,,,,,,,Xanh lá,,M,,,"",0.0,shopify,0,deny,manual,1699000,1999000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/vngoods_58_442824.png?v=1637676134,kg,,1000000,
